OSHPD_ID,FAC_NAME,City,Zip,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTIONAL,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL
106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,OAKLAND,94609,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014034,FREMONT HOSPITAL,FREMONT,94538,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014050,VALLEYCARE MEDICAL CENTER,PLEASANTON,94588,2538,313770,3780,365268,0,0,7,7,Yes,1350,13,1,No,,,0,484,CV SURG,0,0,0,57,1,57,1,40,2,0,0,0,0,268,98,211,55,479,153,479,0,52,27,10,3,145,23,17,1,0,0,0,46,449,0,7,0,17,1276
106014132,KAISER FOUNDATION HOSPITAL - FREMONT,FREMONT,94538,917,129942,9217,586767,0,0,7,7,No,0,0,0,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,100,36,113,37,113,0,0,0,0,0,37,0,0,0,0,0,0,22,12,0,4,0,4,192
106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Oakland,94601,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014226,TELECARE WILLOW ROCK CENTER,SAN LEANDRO,94578,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014233,EDEN MEDICAL CENTER,CASTRO VALLEY,94546,2420,447480,1721,178215,0,0,7,7,No,1012,34,4,No,,,0,230,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,OAKLAND,94611,4761,914309,8807,1025396,12,6,0,18,Yes,2881,277,44,No,,,0,781,CATH LAB,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,265,0,310,0,236,0,42,15,0,0,30,4,0,0,0,0,0,0,0,0,7,0,17,351
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,94577,3534,424520,11143,701757,0,0,7,7,No,3718,272,37,Yes,YES,,2737,981,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106034002,SUTTER AMADOR HOSPITAL,JACKSON,95642,793,66121,901,61034,0,0,3,3,No,295,0,0,Yes,,YES,225,70,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106040802,ORCHARD HOSPITAL,GRIDLEY,95948,30,2089,424,17830,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106040828,ENLOE MEDICAL CENTER - COHASSET,CHICO,95926,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,FEATHER RIVER HOSPITAL,PARADISE,95969,1054,72901,2007,116344,0,2,5,7,Yes,877,24,0,No,,,640,232,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,119,0,229,0,229,0,42,21,8,5,0,0,0,0,0,0,0,4,3,0,1,0,324,637
106040937,OROVILLE HOSPITAL,OROVILLE,95966,1706,165183,3462,241304,0,0,5,5,Yes,444,26,4,No,,,0,167,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106040962,ENLOE MEDICAL CENTER- ESPLANADE,CHICO,95926,4343,599400,6503,479400,0,0,13,13,Yes,1631,70,8,No,,,0,0,CV SURG,12,0,0,136,48,136,48,146,2,0,0,0,0,247,518,685,462,932,980,817,0,136,58,72,62,360,36,0,0,0,46,235,20,16,0,1,0,53,1912
106044006,BUTTE COUNTY MENTAL HEALTH SERVICES,CHICO,95926,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106044011,ENLOE REHABILITATION CENTER,CHICO,95926,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106050932,MARK TWAIN MEDICAL CENTER,SAN ANDREAS,95249,187,22191,1523,83144,0,0,2,2,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106070904,DOCTORS MEDICAL CENTER - SAN PABLO,SAN PABLO,94806,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,MARTINEZ,94553,1781,154825,3076,243405,2,0,7,9,No,2103,88,3,No,,,0,574,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106070934,SUTTER DELTA MEDICAL CENTER,ANTIOCH,94509,883,107970,917,82845,1,0,5,6,Yes,882,46,2,No,,,0,247,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,370,402,50,45,420,447,382,0,45,20,8,2,246,16,0,0,0,0,0,38,36,0,15,0,59,867
106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,WALNUT CREEK,94598,5444,847633,2556,281897,0,0,13,13,No,2792,256,16,No,,,0,794,CV SURG,1,0,0,0,0,0,0,0,3,1,0,0,0,599,501,169,219,769,720,191,0,158,64,1,5,76,5,3,0,0,0,2,522,410,5,6,0,56,1504
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,WALNUT CREEK,94596-5300,1329,195392,11272,1138085,0,4,9,13,Yes,3219,275,53,No,,,0,936,CATH LAB,0,0,0,0,0,0,0,0,3,0,0,0,0,325,134,895,276,1220,410,1209,0,13,0,0,0,390,7,0,0,0,0,0,481,390,0,8,0,0,2498
106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONCORD,94520,3357,540607,2624,216208,0,0,10,10,No,0,0,0,No,,,0,0,CV SURG,2,0,0,349,12,349,12,236,5,0,0,0,0,825,1543,1721,689,2546,2232,1673,0,221,164,129,109,737,53,60,0,16,431,563,416,441,10,32,19,131,5205
106074011,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,SAN RAMON,94583,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106074017,SAN RAMON REGIONAL MEDICAL CENTER,SAN RAMON,94583,1300,241635,4624,403290,0,6,8,14,Yes,788,15,1,No,,,0,302,CV SURG,0,0,0,32,0,32,0,18,1,0,0,0,0,107,35,100,40,207,75,207,0,12,2,0,0,73,73,0,0,0,0,0,79,79,0,3,0,121,649
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONCORD,94520,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106074093,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,RICHMOND,94801,495,51173,5450,558792,0,0,6,6,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,94531,2304,303643,5294,498395,0,0,9,9,No,1675,55,4,No,,,0,401,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106084001,SUTTER COAST HOSPITAL,CRESCENT CITY,95531,478,45468,2156,90213,0,0,4,4,Yes,293,18,1,Yes,,YES,174,119,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106090793,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,96150,882,113382,2138,579977,1,2,5,8,Yes,375,10,1,No,,,0,79,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106090933,MARSHALL  MEDICAL CENTER,PLACERVILLE,95667,1094,143354,2036,173365,1,0,4,5,Yes,490,21,2,No,,,0,158,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,381,0,549,0,334,0,46,28,20,11,0,0,0,0,0,0,0,0,0,0,0,0,110,549
106094002,TELECARE EL DORADO COUNTY P.H.F.,PLACERVILLE,95667,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106100005,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,93611,2888,355468,9772,670111,0,10,9,19,Yes,5141,267,50,No,,,0,2029,CATH LAB,0,0,0,0,0,0,0,0,2,0,0,0,0,416,252,512,234,928,486,928,0,96,36,21,11,325,34,2,1,0,0,0,31,6,0,6,6,17,1520
106100697,COALINGA REGIONAL MEDICAL CENTER,COALINGA,93210,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,93721,9585,1530411,4771,441974,0,0,20,20,Yes,5075,690,288,No,,,0,1612,CV SURG,2,0,0,153,119,153,119,167,4,0,0,0,0,1283,1306,740,432,2023,1738,2465,2,179,77,92,69,515,90,59,20,4,256,247,1611,85,0,33,24,494,6322
106100793,ADVENTIST MEDICAL CENTER - SELMA,SELMA,93662,410,33930,2790,188940,3,1,0,4,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,REEDLEY,93654,624,37410,308,31020,0,0,4,4,No,1355,34,6,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106100899,ST. AGNES MEDICAL CENTER,FRESNO,93720,4674,648324,7693,477534,0,4,15,19,No,3132,257,111,No,,,0,1123,CV SURG,4,0,0,233,157,233,157,195,3,0,0,0,0,1008,782,1777,914,2785,1696,2590,2,282,153,86,58,962,120,2,0,53,171,188,97,78,3,13,25,27,4910
106104008,COMMUNITY BEHAVIORAL HEALTH CENTER,FRESNO,93720,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,93720,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106104047,FRESNO SURGICAL HOSPITAL,FRESNO,93710,1975,244623,15686,605269,0,4,9,13,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,93720,1924,252259,7603,617895,0,0,8,8,Yes,1443,0,0,Yes,,YES,441,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,FRESNO,93702,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,93720,2923,394297,732,54751,0,0,5,5,No,0,0,0,No,,,0,0,CV SURG,5,0,0,129,200,129,200,211,3,0,0,0,0,187,300,1187,1363,1374,1663,1430,0,161,127,78,88,404,43,62,0,2,516,512,1456,277,0,1,0,381,5538
106105051,DEPARTMENT OF STATE HOSPITAL - COALINGA,COALINGA,93210,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,FRESNO,93702,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106110889,GLENN MEDICAL CENTER,WILLOWS,95988,0,0,137,7649,0,1,0,1,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106120981,"GENERAL HOSPITAL, THE",EUREKA,95501,0,0,3227,73217,0,7,0,7,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106121002,MAD RIVER COMMUNITY HOSPITAL,ARCATA,95521,1027,112894,1383,97559,0,0,3,3,No,1071,33,1,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,GARBERVILLE,95542,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106121051,REDWOOD MEMORIAL HOSPITAL,FORTUNA,95540,382,43404,1733,109626,0,0,3,3,Yes,358,15,1,No,,,0,73,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106121080,ST. JOSEPH HOSPITAL - EUREKA,EUREKA,95501,2540,330952,4312,327994,0,0,10,10,Yes,479,37,1,No,,,0,149,CV SURG,1,0,0,41,3,41,3,22,2,0,0,0,0,0,714,0,986,0,1700,653,0,120,20,59,10,250,20,2,0,0,0,0,453,506,3,10,0,255,2361
106124004,SEMPERVIRENS P.H.F.,EUREKA,95501,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106130699,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,92243,698,71057,4283,235594,0,0,7,7,Yes,1132,51,8,No,,,0,540,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,92227,1673,101327,3542,148752,0,0,6,6,Yes,1800,59,7,No,,,0,503,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106141273,NORTHERN INYO HOSPITAL,BISHOP,93514,278,32236,1204,59991,0,0,3,3,No,193,5,2,No,,,0,44,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106141338,SOUTHERN INYO HOSPITAL,LONE PINE,93545,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106150706,DELANO REGIONAL MEDICAL CENTER,DELANO,93215,1442,84281,3428,130392,0,0,4,4,Yes,687,32,3,No,,,0,215,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106150722,BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,93301,4781,545691,3674,277489,0,0,13,13,No,3074,179,42,No,,,0,874,CV SURG,2,0,0,196,12,196,12,208,4,0,0,0,0,775,1265,1853,183,2628,1448,364,0,695,0,0,0,993,199,232,33,0,864,0,414,907,0,0,0,794,5495
106150736,KERN MEDICAL CENTER,BAKERSFIELD,93306,2810,331587,3118,276262,0,0,8,8,No,2640,255,45,No,,,0,781,CV SURG,0,0,0,0,0,0,0,0,1,0,0,0,0,121,0,74,0,195,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428
106150737,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,93240,4,433,48,5193,0,0,2,2,Yes,2,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
